Film,Year,Body_Count,MPAA_Rating,Genre,Director,Actors,Length_Minutes,IMDB_Rating
Fear and Loathing in Las Vegas,1998,10,R,Adventure|Comedy,Terry Gilliam,Johnny Depp|Benicio Del Toro|Tobey Maguire|Ellen Barkin|Gary Busey|Katherine Helmond|Michael Jeter|Mark Harmon|Penn Jillette|Craig Bierko|Lyle Lovett|Flea|Laraine Newman|Harry Dean Stanton|Tim Thomerson|Michael Lee Gogin|Larry Cedar|Brian Le Baron|Michael Warwick|Tyde Kierney|Richard Riehle|Ransom Gates|Frank Romano|Gil Boccaccio|Cameron Diaz|Gary Bruno|Richard Portnow|Steve Schirripa|Verne Troyer|Will Blount|Ben Yeagar|Christopher Callen|Christopher Meloni|Benjamin A. van der Veen|Alex Craig Mann|Christina Ricci|Gregory Itzin|Troy Evans|Gale Baker|Chris Hendrie|Larry Brandenburg|Donald Morrow|Jenette Goldstein|Stephen Bridgewater|Buck Holland|Mary Gillis|Jennifer Elise Cox|Robert Allen|David Brisbin|James O'Sullivan|Milt Tarver|Kathryn Alexander|Mia Babalis|Kristin Draudt|Kim Flowers|Nan Friedman|Judith Lieff|Tane McClure|Diana Mehoudar|Geoffrey B. Nimmer|Marlene Bologna|Chobi Gyorgy|Karen E. Castoldi|Lisa Hoyle|Joseph S. Griffo|Trudi Forristal|Debbie Reynolds|Ray Cooper|Kacee DeMasi|Eva Ford|Matthew Hurley|Bryce Ingman|Khris Kaneff|Brian D. Kline|Walter Ludwig|Tony Mouleart|Warren Ross|Hunter S. Thompson,118,7.8
Huo Yuanjia,2006,5,PG-13,Action|Biography|Drama|Sport,Ronny Yu,Shidô Nakamura|Betty Sun|Yong Dong|Hee Ching Paw|Jet Li|Yun Qu|Nathan Jones|Brandon Rhea|Anthony De Longis|Jean Claude Leuyer|Mike Leeder|Jon T. Benn|John Paisley|Collin Chou|Masato Harada|Zhigang Zhao|Samantha Buck|Jacky Heung|Chen Zhi Hui|Jason C. Lin|Dave Mallow|Somrak Khamsing|Ian Powers,104,7.7
The Fifth Element,1997,80,PG-13,Action|Adventure|Sci-Fi,Luc Besson,Bruce Willis|Gary Oldman|Ian Holm|Milla Jovovich|Chris Tucker|Luke Perry|Brion James|Tommy 'Tiny' Lister|Lee Evans|Charlie Creed-Miles|Tricky|John Neville|John Bluthal|Mathieu Kassovitz|Christopher Fairbank|Kim Chan|Richard Leaf|Julie T. Wallace|Al Matthews|Maïwenn|John Bennett|Ivan Heng|Sonita Henry|Tim McMullan|Hon Ping Tang|George Khan|John Hughes|Roberto Bryce|Said Talidi|Clifton Lloyd Bryan|Justin Lee Burrows|Richard Ashton|Jerome Blake|Kevin Molloy|Bill Reimbold|Colin Brooks|Anthony Chinn|Sam Douglas|Derek Ezenagu|David Kennedy|David Barrass|Roger Monk|Mac McDonald|Mark Seaton|Jean-Luc Caron|Riz Meedin|Jerry Ezekiel|Indra Ové|Nicole Merry|Stacey McKenzie|Rachel Willis|Genevieve Maylam|Josie Perez|Natasha Brice|Sophia Goth|Martin McDougall|Pete Dunwell|Paul Priestley|Jason Salkey|Stewart Harvey-Wilson|David Fishley|Carlton Chance|Gin Clarke|Vladimir McCrary|Aron Paramor|Alan Ruscoe|Christopher Adamson|Ève Salvail|Kaleem Janjua|Tyrone Tyrell|Kevin Brewerton|Vincenzo Pellegrino|Ian Beckett|Sonny Caldinez|Zeta Graff|Eddie Ellwood|Yui|Laura De Palma|Michael Culkin|Lenny McLean|Robert Oates|John Sharian|Fred Williams|Sibyl Buck|Sarah Carrington|Ali Yassine|Sean Buckley|Dane Messam|Nathan Hamlett|Cecil Cheng|Scott Woods|Leon Dekker|David Garvey|Stanley Kowalski|Omar Williams|Robert Clapperton|Robert Alexander|Mia Frye|Leo Williams|C. Keith Martin|J.D. Dawodu|Patrick Nicholls|Shaun Davis|Roy Garcia|Alex Georgijev|Marie Guillard|Renee Montemayor|Stina Richardson|Kristen Fick|François Guillaume|Kamay Lau|Tracy Redington|Gito Santana|Frank Senger|Joss Skottowe,126,7.6
Fight Club,1999,14,R,Drama,David Fincher,Edward Norton|Brad Pitt|Helena Bonham Carter|Meat Loaf|Zach Grenier|Richmond Arquette|David Andrews|George Maguire|Eugenie Bondurant|Christina Cabot|Sydney 'Big Dawg' Colston|Rachel Singer|Christie Cronenweth|Tim De Zarn|Ezra Buzzington|Dierdre Downing-Jackson|Bob Stephenson|Charlie Dell|Rob Lanza|David Lee Smith|Holt McCallany|Joel Bissonnette|Eion Bailey|Evan Mirand|Robby Robinson|Lou Beatty Jr.|Thom Gossom Jr.|Valerie Bickford|Jared Leto|Peter Iacangelo|Carl Ciarfalio|Stuart Blumberg|Todd Peirce|Mark Fite|Matt Winston|Joon Kim|Bennie Moore|Lauren Sanchez|Pat McNamara|Tyrone R. Livingston|Owen Masterson|David Jean Thomas|Paul Carafotes|Christopher John Fields|Anderson Bourell|Scotch Ellis Loring|Michael Shamus Wiles|Andi Carnick|Edward Kowalczyk|Leonard Termo|Van Quattro|Markus Redmond|Michael Girardin|Michael Arturo|Matt Cinquanta|Tommy Dallace|Paul Dillon|Eddie Hargitay|Phil Hawn|Jawara|Baron Jay|Jim Jenkins|Kevin Scott Mack|Trey Ore|Louis Ortiz|Hugh Peddy|J.T. Pontino|Chad Randau|Marcio Rosario|Gregory Silva|Brian Tochi|Alekxia Valdez|Gökhan Öncel,139,8.9
Firewall,2006,5,PG-13,Crime|Thriller,Richard Loncraine,Harrison Ford|Virginia Madsen|Carly Schroeder|Jimmy Bennett|Gail Ann Lewis|Mary Lynn Rajskub|Matthew Currie Holmes|Candus Churchill|David Lewis|Zahf Paroo|Robert Forster|Robert Patrick|Alan Arkin|Pat Jenkinson|Eric Keenleyside|Paul Bettany|Ona Grauer|Kett Turton|Nikolaj Coster-Waldau|Vince Vieluf|Vincent Gale|Beverley Breuer|Jennifer Kitchen|Kevin Mundy|Finn Michael|Richard Hendery|Ken Tremblett|Rebecca Reichert|Andrew McNee|Elizabeth Thai|Sue Leonard|Joani Bye|Lovena Fox|Marcus Mosely|Joe Richards|Susan Skemp|Catherine St. Germain|David Wills|Brenda Crichlow|Ty Olsson|Levi Woods,105,5.8
Per un pugno di dollari,1964,109,R,Western,Sergio Leone,Clint Eastwood|Marianne Koch|Gian Maria Volonté|Wolfgang Lukschy|Sieghardt Rupp|Joseph Egger|Antonio Prieto Puerto|José Calvo|Margarita Lozano|Daniel Martín|Benito Stefanelli|Mario Brega|Bruno Carotenuto|Aldo Sambrell|Raf Baldassarre|Luis Barboo|Frank Braña|José Canalejas|Juan Cortés|Álvaro de Luna|Nino Del Arco|Jose Halufi|Frank Kalvow|Lee Miller|Antonio Molino Rojo|Antonio Moreno|Nazzareno Natale|José Orjas|Manuel Peña|Antonio Pica|Nosher Powell|Julio Pérez Tabernero|José Riesgo|Lorenzo Robledo|Enrique Santiago|Umberto Spadaro|Fernando Sánchez Polack|William R. Thompkins|Edmondo Tieghi|Antonio Vico,99,8.1
Flags of Our Fathers,2006,93,R,Drama|History|War,Clint Eastwood,Ryan Phillippe|Jesse Bradford|Adam Beach|John Benjamin Hickey|John Slattery|Barry Pepper|Jamie Bell|Paul Walker|Robert Patrick|Neal McDonough|Melanie Lynskey|Thomas McCarthy|Chris Bauer|Judith Ivey|Myra Turley|Joseph Cross|Benjamin Walker|Alessandro Mastrobuono|Scott Eastwood|Stark Sands|George Grizzard|Harve Presnell|George Hearn|Len Cariou|Christopher Curry|Bubba Lewis|Beth Grant|Connie Ray|Ann Dowd|Mary Beth Peil|David Patrick Kelly|Jon Polito|Ned Eisenberg|Gordon Clapp|Michael Cumpsty|V.J. Foster|Kirk B.R. Woller|Tom Verica|Jason Gray-Stanford|Matt Huffman|David Hornsby|Brian Kimmet|David Rasche|Tom Mason|Patrick Dollaghan|James Newman|Steven M. Porter|Dale Waddington|Lennie Loftin|David Clennon|Mark Thomason|Oliver Davis|Sean Moran|Lisa Dodson|John Nielsen|Jon Kellam|Ron Fassler|Denise Vlasis|Jenifer Menedis|Joie Shettler|Vivien Lesiak|John Henry Canavan|Donn Emerson|Jayma Mays|Yukari Black|John Hoogenakker|Barry Sigismondi|William Charlton|Beth Tapper|Shakti Shannon|Jim Cantafio|Mark Colson|Danny McCarthy|Patrick New|James Horan|Michael Canavan|Erica Grant|Silas Weir Mitchell|George Cambio|David S. Brooks|Jóhann G. Jóhannsson|Martin Delaney|Daniel Forcey|Björgvin Franz Gíslason|Darri Ingolfsson|Hilmar Guðjónsson|Jeremy Merrill|Jeremiah Bitsui|John Maloney|Dick 'Skip' Evans|Karl Gulledge|Michael Ahl|Mark T Anderson|Martin Andris|Dale Caba|Jacare Calhoun|Jean-Paul Chreky|Ali Costello|Michelle Cuneo|Paul Fahrenkopf|Pamela Fischer|David Foster|Reese Foster|Jason Frederick|Jennifer Gonzalez|Tracey Goodson|Fatima Grate|Sindri Gretarsson|Garth R. Hassell|Jean-Paul Hellendall|Alec Holmes|Katherine Hoskins Mackey|George Kardulias|Kirk Lambert|Debbi Larkins|Jamie Louachai|Jesse G. Louis|Mark Maj|Jon Marshall|Nevin Millan|Michael Molthen|Mark A. Nash|Haley Nero|Tim Paterson|Christopher Phillips|Marc Radz|Robin Reck|Jim Shinkle|Guðmundur Karl Sigurdórsson|Arne Starr|Jeff Sutherland|Vignir Jón Vignisson,132,7.1
The Fly II,1989,8,,Horror|Sci-Fi,Chris Walas,Eric Stoltz|Daphne Zuniga|Lee Richardson|John Getz|Frank C. Turner|Ann Marie Lee|Garry Chalk|Saffron Henderson|Harley Cross|Matthew Moore|Rob Roy|Andrew Rhodes|Pat Bermel|William S. Taylor|Jerry Wasserman|Duncan Fraser|Janet Hodgkinson|Sean O'Byrne|Mike Winlaw|Allan Lysell|Suzanne Ristic|Danny Virtue|Kimelly Anne Warren|Ken Camroux|Bruce Harwood|Lorena Gale|Bill Dow|David Mylrea|Robert Metcalfe|Garwin Sanford|Tom Heaton|Cecilia Warren|Andrea Mann|Sterling Cottingham|Rodney Clough Jr.|Michael S. Bolton|Jeff Goldblum,105,4.8
The Fog,1980,6,,Horror,John Carpenter,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins|James Canning|Charles Cyphers|Nancy Kyes|Ty Mitchell|Hal Holbrook|John F. Goff|George 'Buck' Flower|Regina Waldon|Jim Haynie|Darrow Igus|John Vick|Jim Jacobus|Fred Franklyn|Ric Moreno|Lee Socks|Tommy Lee Wallace|Bill Taylor|Rob Bottin|Charles Nicklin|Darwin Joston|Laurie Arent|Lindsey Arent|Shari Jacoby|Christopher Cundey|John Strobel|John Carpenter|Debra Hill,89,6.8
Fool's Gold,2008,3,PG-13,Adventure|Comedy|Romance|Thriller,Andy Tennant,Matthew McConaughey|Kate Hudson|Donald Sutherland|Alexis Dziena|Ewen Bremner|Ray Winstone|Kevin Hart|Malcolm-Jamal Warner|Brian Hooks|David Roberts|Michael Mulheren|Adam LeFevre|Rohan Nichol|Roger Sciberras|Elizabeth Connolly|Harli Ames|Tom O'Sullivan|Eddie Ritchard|Duncan Young|Luke Pegler|Xavier Fernandez|A. Ramel El|Nicholas Cooper|Andrew Allen|Glenn Suter|Peter Whitford|Laurence Coy|Linda Cropper|Clementine Heath|Ashley Cheadle|Jason Dundas|Todd Lasance|Ray Bull|Valentino del Toro|Frank Turner|Bill Watson|Henry Browne|Tim Oliver Koenig|Tana Smith,112,5.6
Per qualche dollaro in pi?,1965,42,,Western,Sergio Leone,Clint Eastwood|Lee Van Cleef|Gian Maria Volonté|Mario Brega|Luigi Pistilli|Aldo Sambrell|Klaus Kinski|Benito Stefanelli|Luis Rodríguez|Panos Papadopulos|Mara Krupp|Roberto Camardiel|Joseph Egger|Tomás Blanco|Lorenzo Robledo|Sergio Mendizábal|Dante Maggio|Diana Rabito|Giovanni Tarallo|Mario Meniconi|Werner Abrolat|Román Ariznavarreta|Frank Braña|José Canalejas|Rosemary Dexter|Diana Faenza|Eduardo García|Maurizio Graf|Jesús Guzmán|Peter Lee Lawrence|Francesca Leone|Sergio Leone|Rafael López|José Marco|Antonio Molino Rojo|José Félix Montoya|Guillermo Méndez|Nazzareno Natale|Enrique Navarro|Ricardo Palacios|Aldo Ricci|Antoñito Ruiz|Enrique Santiago|Carlo Simi|José Terrón|Kurt Zips,132,8.4
For Your Eyes Only,1981,42,,Action|Adventure|Crime|Thriller,John Glen,Roger Moore|Carole Bouquet|Topol|Lynn-Holly Johnson|Julian Glover|Cassandra Harris|Jill Bennett|Michael Gothard|John Wyman|Jack Hedley|Lois Maxwell|Desmond Llewelyn|Geoffrey Keen|Walter Gotell|James Villiers|John Moreno|Charles Dance|Paul Angelis|Toby Robins|Jack Klaff|Alkis Kritikos|Stag Theodore|Stefan Kalipha|Graham Crowden|Noel Johnson|William Hoyland|Paul Brooke|Eva Reuber-Staier|Fred Bryant|Robbin Young|Graham Hawkes|John Wells|Janet Brown|Maureen Bennett|Andy Bradford|Jeremy Bulloch|Clive Curtis|Lalla Dean|Evelyn Drogue|Sheena Easton|Peter Fontaine|Cornelius Garrett|Laurie Goode|Laoura Hadzivageli|John Hollis|Michel Julienne|Koko|Chai Lee|George Leech|Kim Mills|Ralph Morse|Debbie Newsome|Greg Powell|Lenny Rabin|Robert Rietty|Vanya Seager|Bob Simmons|George Sweeney|Victor Tourjansky|Tula|Max Vesterhalt|Viva|Lizzie Warville|Michael G. Wilson|Alison Worth,127,6.8
The 51st State,2001,22,R,Action|Comedy|Crime|Thriller,Ronny Yu,Samuel L. Jackson|Nigel Whitmey|Robert Jezek|Emily Mortimer|Meat Loaf|Jake Abraham|Mac McDonald|Aaron Swartz|David Webber|Michael J. Reynolds|Sonny Muslim|Barbara Barnes|Junix Inocian|Robert Carlyle|Paul Barber|Christopher Hunter|Stephen Walters|James Roach|Sean Pertwee|Michael Starke|Ricky Tomlinson|Rhys Ifans|Ade|Nick Bartlett|Angus MacInnes|Joan Campion|Terry O'Neill|Anna Keaveney|Marc Anwar|Paul Broughton|Robert Fyfe|Lynsey Beattie|Gaute Grøtta Grav|Paul T. Murray|Stel Pavlou|Matt Routledge|Natalie Williams,93,6.3
Four Brothers,2005,16,R,Action|Crime|Drama|Mystery|Thriller,John Singleton,Mark Wahlberg|Tyrese Gibson|André Benjamin|Garrett Hedlund|Terrence Howard|Josh Charles|Sofía Vergara|Fionnula Flanagan|Chiwetel Ejiofor|Taraji P. Henson|Barry Shabaka Henley|Jernard Burks|Kenneth Welsh|Tony Nappo|Shawn Singleton|Reiya Downs|Riele Downs|Lyriq Bent|Richard Chevolleau|Awaovieyi Agie|Shomari Downer|Mpho Koaho|Costin Manu|Kevin Duhaney|Brad Borbridge|Timothy E. Brummund|Robert Thomas|Benz Antoine|David Sparrow|Kathryn Haggis|Michael Brown|Victor A. Young|Greg Ellwand|Conrad Bergschneider|Eric Fink|Pablo Silveira|Frank Spadone|Kevin Hanchard|Carlos Diaz|Dax Ravina|Billy Oliver|Michelle Moffat|Derwin Phillips|Quincy Nanatakyi|Evelynking Nanatakyi|Stefanie Samuels|Wes Williams|Kofi Payton|Angel Weathered|Kiara Taylor|Mathew Peart|Odeen Eccleston|Tahliel Hawthorne|Eric Weinstein|Jeff J.J. Authors|Jennifer Doane|Jay Hunter|Jamal Weathers|JaNae Armogan|Adam Beach|Lisa Ciara|Richard Goteri|Alan Lee|Richard D. Leko|Carlos Moreno Jr.|Devon Richards|Kim Shimizu|Egidio Tari,109,6.9
The French Connection,1971,12,,Action|Crime|Thriller,William Friedkin,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi|Frédéric de Pasquale|Bill Hickman|Ann Rebbot|Harold Gary|Arlene Farber|Eddie Egan|André Ernotte|Sonny Grosso|Benny Marino|Patrick McDermott|Alan Weeks|Al Fann|Irving Abrahams|Randy Jurgensen|William Coke|Degrees The Three|Frank Adonis|Gilda Albertoni|Robert Dahdah|Sarina C. Grant|Joe Lo Grippo|Melonie Haller|Eric Jones|Charles McGregor|Lora Mitchell|Maureen Mooney|Silvano Nolemi|Burt Richards|Fat Thomas|Robert Weil,104,7.8
Friday the 13th,2009,14,R,Horror,Marcus Nispel,Jared Padalecki|Danielle Panabaker|Amanda Righetti|Travis Van Winkle|Aaron Yoo|Derek Mears|Jonathan Sadowski|Julianna Guill|Ben Feldman|Arlen Escarpeta|Ryan Hansen|Willa Ford|Nick Mennell|America Olivo|Kyle Davis|Richard Burgi|Chris Coppola|Rosemary Knower|Bob King|Nana Visitor|Stephanie Rhodes|Caleb Guss|Travis Davis|Kathleen Garrett|Jaime De La Rosa,97,5.6
From Dusk Till Dawn,1996,122,R,Action|Crime|Horror,Robert Rodriguez,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu|Salma Hayek|Cheech Marin|Danny Trejo|Tom Savini|Fred Williamson|Michael Parks|Brenda Hillhouse|John Saxon|Marc Lawrence|Kelly Preston|John Hawkes|Tito Larriva|Peter Atanasoff|Johnny 'Vatos' Hernandez|Aimee Graham|Heidi McNeal|Ernest M. Garcia|Greg Nicotero|Cristos|Mike Moroff|Michelle Berube|Neena Bidasha|Veena Bidasha|Ungela Brockman|Madison Clark|María Díaz|Rosalia Hayakawa|Janine Jordae|Jacque Lawson|Houston Leigh|Janie Liszewski|Tia Texada|John Paul Fedele|Michael McKay|Jake McKinnon|Josh Patton|Walter Phelan|Wayne Toth|Henrik von Ryzin|Danny Pony the Wonder|Lawrence Bender|Carlo Corazon|Annette Harper|Victoria Lucai|John Ponzio|Robert Rodriguez,108,7.3
From Russia with Love,1963,21,,Action|Adventure|Crime|Thriller,Terence Young,Sean Connery|Daniela Bianchi|Pedro Armendáriz|Lotte Lenya|Robert Shaw|Bernard Lee|Eunice Gayson|Walter Gotell|Francis De Wolff|George Pastell|Nadja Regin|Lois Maxwell|Aliza Gur|Martine Beswick|Vladek Sheybal|Anthony Dawson|Lisa Guiraut|Hasan Ceylan|Fred Haggerty|Neville Jason|Peter Bayliss|Nusret Ataer|Peter Brayham|Desmond Llewelyn|Jan Williams|Peter Madden|Dorothea Bennett|Andre Charisse|Elizabeth Counsell|Michael Culver|Hugo De Vernier|Arlette Dobson|Moris Farhi|Victor Harrington|William Hill|Barbara Jefford|John Ketteringham|Muhammat Kohen|Berkely Mather|Julie Mendez|Maitland Moss|Eric Pohlmann|Jacqueline Saltzman|Bob Simmons|Nikki Van der Zyl|Fred Wood|Bedri Çavusoglu,115,7.5
The Fugitive,1993,5,PG-13,Action|Adventure|Crime|Mystery|Thriller,Andrew Davis,Harrison Ford|Tommy Lee Jones|Sela Ward|Julianne Moore|Joe Pantoliano|Andreas Katsulas|Jeroen Krabbé|Daniel Roebuck|L. Scott Caldwell|Tom Wood|Ron Dean|Joseph F. Kosala|Miguel Nino|John Drummond|Tony Fosco|Joseph F. Fisher|James Liautaud|David Darlow|Tom Galouzis|James F. McKinsey|Mark D. Espinoza|John E. Ellis|Gene Barge|Thomas Charles Simmons|Joe Guzaldo|Dick Cusack|Nicholas Kusenko|Joan Kohn|Joe D. Lauck|Joe Guastaferro|Andy Romano|Richard Riehle|Thom Vernon|Ken Moreno|Eddie Bo Smith Jr.|Frank Ray Perilli|Otis Wilson|Pancho Demmings|Jim Wilkey|Danny Goldring|Nick Searcy|Kevin Crowley|Michael James|Michael Skewes|Ila Cathleen Stallings|Linda Casaletto|Cody Glenn|Cynthia Baker|Johnny Lee Davenport|Mike Bacarella|Bill Cusack|David U. Hodges|Lillie Richardson|Peter J. Caria IV|Tighe Barry|Monika Chabrowski|Lonnie Sima|Oksana Fedunyszyn|Orlando García|Afram Bill Williams|Bruce L. Gewertz|Jane Lynch|Joseph Rotkvich|Steven Lilovich|Noelle Bou-Sliman|Roxanne Roberts|Alex P. Hernandez|Theron Touché Lykes|Joel Robinson|Greg Hollimon|Cheryl Lynn Bruce|Marie Ware|Bernard McGee|Ann Whitney|Lily Monkus|Willie Lucas|Turk Muller|Ana María Alvarez|Eugene F. Crededio|Maurice Person|Terry Hard|Pam Zekman|David Pasquesi|Brent Shaphren|Stephen A. Landsman|B.J. Jones|Dru Anne Carlson|Margaret Moore|Manny Lopez|John M. Watson Sr.|Kirsten Nelson|Juan Ramírez|Neil Flynn|Allen Hamilton|Eric Fudala|Lester Holt|Jay Levine|Don Albert|Suzy Brack|Roland Burris|Ed Cray|Reese Foster|Wendy George|Robert Dean Jacobs|Berniece Janssen|Gene Kelly|Kevin Mukherji|Richard Remppel|Todd Rice|Sal Richards|Keith Schrader|John-Clay Scott|John Thurner,130,7.8
Gangster No. 1,2000,7,R,Crime|Drama|Thriller,Paul McGuigan,Malcolm McDowell|David Thewlis|Paul Bettany|Saffron Burrows|Kenneth Cranham|Jamie Foreman|Eddie Marsan|Andrew Lincoln|Doug Allen|Razaaq Adoti|Cavan Clerkin|David Kennedy|Johnny Harris|Anton Saunders|Alex McSweeney|Martin Wimbush|Binky Baker|Martyn Read|Johnnie Ould|Don McCorkindale|Ralph Collis|Charles Anderson|Arthur Nightingale|Jack Pierce|Emma Griffiths Malin|Gary McCormack|Sean Chapman|Georgina Bull|Jo-Anne Nighy|Simone Bowkett|Caroline Pegg|Mark Montgomerie|Dave Ould|Lisa Ellis|Simon Marc|Tony Denham|Nadine Leonard|Jo McInnes|Lorraine Stanley|Wayne Matthews|Tony Bowers|Danny Webster|Ian Boo Khoo|João Costa Menezes|Lance Patrick,103,6.9
Get Carter,2000,5,R,Action|Crime|Drama|Thriller,Stephen Kay,Sylvester Stallone|Miranda Richardson|Rachael Leigh Cook|Rhona Mitra|Johnny Strong|John C. McGinley|Alan Cumming|Michael Caine|John Cassini|Mickey Rourke|Mark Boone Junior|Garwin Sanford|Darryl Scheelar|Crystal Lowe|Lauren Lee Smith|John Moore|Tyler Labine|Mike Cook|Morgan Brayton|Yves Cameron|Alexander Pervakov|Chris Duggan|Michael Rumain|Rob Lee|Nathaniel DeVeaux|Riley Cantner|Carrie Fleming|Saskia Gould|Stephen Kay|David Lea|Gretchen Mol|Tom Sizemore|Frank Stallone,102,5.0
Ghost Rider,2007,52,PG-13,Action|Fantasy|Thriller,Mark Steven Johnson,Matt Long|Raquel Alessi|Brett Cullen|Peter Fonda|Nicolas Cage|Donal Logue|Tony Ghosthawk|Hugh Sexton|Marcus Jones|Matt Norman|Lawrence Cameron Steele|Wes Bentley|Eddie Baroo|Jessica Napier|Laurence Breuls|Daniel Frederiksen|Mathew Wilkinson|Kirstie Hutton|Eva Mendes|Gibson Nolte|Ryan Johnson|Jonathan Oldham|Peter Callan|Rebel Wilson|Peter Barry|Bruce Hughes|Rita Kalnejais|Sam Elliott|David Roberts|Arthur Angel|Jason Raftopoulos|Brett Swain|Duncan Young|Joel Tobeck|Jacob Vanderpuije|Fabio Robles|Marty Fields|Troy Planet|Charlie Garber|Vittorio Scalise|Richard Ian Cox|Ling Hsueh Tang|Estefanie Sousa|Sally Anne Arnott|Noel Herriman|Anita Marelic|Stefano Mazzeo|Jean McConnell|Braydn Michael|Julia Perri|Alexis Porter|Kenneth Ransom|Elizabeth Saunders,114,5.2
Gladiator,2000,77,R,Action|Adventure|Drama,Ridley Scott,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris|Derek Jacobi|Djimon Hounsou|David Schofield|John Shrapnel|Tomas Arana|Ralf Moeller|Spencer Treat Clark|David Hemmings|Tommy Flanagan|Sven-Ole Thorsen|Omid Djalili|Nicholas McGaughey|Chris Kell|Tony Curran|Mark Lewis|John Quinn|Alun Raglan|davidbailie|Chick Allan|David Nicholls|Al Ashton|Billy Dowd|Ray Calleja|Giannina Facio|Giorgio Cantarini|Allan Corduner|Michael Mellinger|Said Amel|Adam Levy|Gilly Gilchrist|Malcolm Ellul|James Fiddy|Ruth Frendo|Kjeld Gogosha-Clark|Mehdi Kashani|Tom Kay|Nic Main|Antonio Meitin|João Costa Menezes|Mike Mitchell|Norman Campbell Rees|Neil Roche|Paul Sacks|Michael Sheen|Christian Simpson|Brian Smyj|Tony Tomlinson,155,8.5
GoldenEye,1995,57,PG-13,Action|Crime|Thriller,Martin Campbell,Pierce Brosnan|Sean Bean|Izabella Scorupco|Famke Janssen|Joe Don Baker|Judi Dench|Robbie Coltrane|Gottfried John|Alan Cumming|Tchéky Karyo|Desmond Llewelyn|Samantha Bond|Michael Kitchen|Serena Gordon|Simon Kunz|Pavel Douglas|Olivier Lajous|Billy J. Mitchell|Constantine Gregory|Minnie Driver|Michelle Arthur|Ravil Isyanov|Vladimir Milanovich|Trevor Byfield|Peter Majer|Paul Bannon|Martin Campbell|Simon Crane|Terrance Denville|Max Faulkner|Juliet Forester|Jo Anna Lee|Derek Lyons|Wayne Michaels|Bhasker Patel|Paul Sacks|Michael G. Wilson,130,7.2
Goldfinger,1964,62,,Action|Adventure|Crime|Thriller,Guy Hamilton,Sean Connery|Honor Blackman|Gert Fröbe|Shirley Eaton|Tania Mallet|Harold Sakata|Bernard Lee|Martin Benson|Cec Linder|Austin Willis|Lois Maxwell|Bill Nagy|Michael Mellinger|Peter Cranwell|Nadja Regin|Richard Vernon|Burt Kwouk|Desmond Llewelyn|Mai Ling|Varley Thomas|Margaret Nolan|John McLaren|Robert MacLeod|Victor Brooks|Alf Joint|Gerry Duggan|Peter Brace|Terence Brook|Anthony Chinn|Marian Collins|Michael Collins|Denis Cowles|Carmen Dene|Hal Galili|Caron Gardner|Lesley Hill|George Leech|Garry Marshall|Aleta Morrison|Tricia Muller|Lenny Rabin|Janette Rowsell|Bob Simmons|Les Tremayne|Nikki Van der Zyl|Michael G. Wilson|Maggie Wright|Raymond Young,110,7.8
